id,pharmacy_id,medicine_id,stock_quantity,price,availability_status,last_updated
2668,14,5203,50,484.33,in_stock,2026-02-17 21:32:47
2669,14,2977,3,209.84,in_stock,2026-02-13 12:32:29
2670,14,984,4,287.05,in_stock,2026-02-05 03:46:58
2671,14,8407,0,468.44,out_of_stock,2026-02-13 19:02:47
2672,14,4874,18,202.74,in_stock,2026-02-28 11:52:38
2673,14,3435,17,214.95,in_stock,2026-03-04 08:37:32
2674,14,8292,22,369.18,in_stock,2026-01-15 03:57:07
2675,14,10844,24,470.84,in_stock,2026-01-09 01:00:34
2676,14,7409,47,71.03,in_stock,2026-02-28 03:32:52
2677,14,9496,39,11.9,in_stock,2026-03-01 10:20:25
2678,14,11504,27,347.34,in_stock,2026-02-22 04:30:07
2679,14,3793,46,447.29,in_stock,2026-02-11 10:13:55
2680,14,1745,36,348.93,in_stock,2026-01-30 11:18:38
2681,14,2740,37,101.48,in_stock,2026-02-14 16:55:32
2682,14,5075,40,320.34,in_stock,2026-01-06 05:19:49
2683,14,3048,14,414.1,in_stock,2026-01-02 03:05:44
2684,14,9152,9,42.13,in_stock,2026-01-28 16:55:22
2685,14,2539,25,149.97,in_stock,2026-02-13 07:51:23
2686,14,2230,35,429.9,in_stock,2026-02-13 07:46:35
2687,14,8085,40,65.45,in_stock,2026-02-04 19:17:01
2688,14,5417,3,248.53,in_stock,2026-01-08 12:33:27
2689,14,11551,36,230.06,in_stock,2026-02-22 02:29:09
2690,14,3824,15,45.15,in_stock,2026-02-01 03:28:51
2691,14,1133,45,105.0,in_stock,2026-01-08 03:51:09
2692,14,7504,39,38.35,in_stock,2026-02-03 01:25:25
2693,14,164,23,235.5,in_stock,2026-03-05 08:34:06
2694,14,6374,35,79.49,in_stock,2026-02-06 13:51:03
2695,14,331,11,109.18,in_stock,2026-02-02 10:22:30
2696,14,4523,18,482.5,in_stock,2026-01-08 23:48:45
2697,14,7749,34,40.96,in_stock,2026-02-26 06:24:51
2698,14,2448,0,308.99,out_of_stock,2026-02-06 15:30:44
2699,14,2583,41,459.43,in_stock,2026-01-02 20:12:53
2700,14,7236,31,202.8,in_stock,2026-01-17 12:30:30
2701,14,1103,7,153.74,in_stock,2026-02-19 17:53:34
2702,14,3407,5,374.05,in_stock,2026-02-09 12:50:03
2703,14,3022,16,89.57,in_stock,2026-02-21 05:15:14
2704,14,11447,20,56.5,in_stock,2026-01-30 06:11:47
2705,14,10392,38,233.94,in_stock,2026-02-15 07:14:11
2706,14,8513,31,331.93,in_stock,2026-01-17 18:33:47
2707,14,2630,30,13.16,in_stock,2026-02-02 01:57:34
2708,14,8104,35,429.19,in_stock,2026-02-27 18:24:37
2709,14,2868,37,50.33,in_stock,2026-01-01 11:24:12
2710,14,11576,3,101.74,in_stock,2026-02-04 19:56:55
2711,14,10013,34,307.42,in_stock,2026-01-06 06:35:39
2712,14,10794,27,490.85,in_stock,2026-01-10 05:45:45
2713,14,2425,46,148.31,in_stock,2026-01-23 12:18:35
2714,14,10189,40,471.38,in_stock,2026-01-04 01:17:01
2715,14,5642,0,343.09,out_of_stock,2026-02-11 03:36:19
2716,14,5263,29,164.0,in_stock,2026-02-15 22:38:04
2717,14,10275,17,67.02,in_stock,2026-01-23 20:10:56
2718,14,9770,32,343.62,in_stock,2026-02-19 07:17:47
2719,14,1795,15,102.97,in_stock,2026-01-12 18:57:23
2720,14,2994,16,208.01,in_stock,2026-02-08 11:53:38
2721,14,4544,7,338.69,in_stock,2026-02-25 10:08:30
2722,14,9490,1,345.74,in_stock,2026-01-15 17:31:17
2723,14,4124,48,294.8,in_stock,2026-01-16 09:34:23
2724,14,4857,43,484.46,in_stock,2026-01-19 21:59:33
2725,14,3181,13,418.32,in_stock,2026-01-17 04:20:19
2726,14,6890,43,193.84,in_stock,2026-03-03 10:29:41
2727,14,10766,36,367.5,in_stock,2026-02-11 22:44:11
2728,14,6132,7,396.08,in_stock,2026-01-24 11:33:19
2729,14,4676,39,135.84,in_stock,2026-01-19 11:50:16
2730,14,11472,44,25.93,in_stock,2026-02-02 06:06:42
2731,14,7583,38,443.87,in_stock,2026-02-28 03:08:01
2732,14,5577,16,110.93,in_stock,2026-01-19 00:42:56
2733,14,10572,24,64.72,in_stock,2026-02-08 10:35:01
2734,14,11675,50,218.3,in_stock,2026-01-05 11:43:15
2735,14,2863,41,380.56,in_stock,2026-02-23 21:40:12
2736,14,3427,4,379.9,in_stock,2026-01-22 12:27:37
2737,14,3561,19,324.59,in_stock,2026-01-19 05:57:47
2738,14,1719,34,76.38,in_stock,2026-01-01 02:24:01
2739,14,5852,44,144.3,in_stock,2026-02-21 21:16:24
2740,14,5368,6,322.85,in_stock,2026-01-06 04:46:23
2741,14,6059,30,96.04,in_stock,2026-01-05 05:35:48
2742,14,10492,18,252.01,in_stock,2026-01-11 10:11:18
2743,14,10639,20,449.95,in_stock,2026-02-10 20:54:15
2744,14,6566,46,415.48,in_stock,2026-02-19 10:28:17
2745,14,4429,1,228.24,in_stock,2026-01-24 11:37:29
2746,14,4052,23,41.52,in_stock,2026-02-10 10:07:37
2747,14,9202,36,418.36,in_stock,2026-02-17 16:17:17
2748,14,5211,38,287.95,in_stock,2026-01-23 20:01:02
2749,14,2749,36,428.25,in_stock,2026-02-28 16:47:37
2750,14,9756,30,95.56,in_stock,2026-03-07 13:34:09
2751,14,7301,49,460.81,in_stock,2026-02-16 01:15:56
2752,14,10904,7,136.19,in_stock,2026-02-22 10:50:14
2753,14,518,16,173.23,in_stock,2026-01-29 08:32:28
2754,14,8928,11,112.32,in_stock,2026-03-05 11:41:38
2755,14,4823,38,160.34,in_stock,2026-02-25 18:40:03
2756,14,2407,35,481.98,in_stock,2026-02-08 16:29:54
2757,14,9998,40,53.6,in_stock,2026-01-11 10:17:56
2758,14,8065,46,291.56,in_stock,2026-01-01 14:26:40
2759,14,9391,33,31.19,in_stock,2026-01-12 03:27:10
2760,14,69,7,80.43,in_stock,2026-02-13 03:32:15
2761,14,6446,28,417.79,in_stock,2026-02-12 12:16:18
2762,14,9673,13,165.14,in_stock,2026-02-22 20:04:44
2763,14,6118,22,266.4,in_stock,2026-02-26 03:58:26
2764,14,10835,27,329.56,in_stock,2026-02-08 01:10:46
2765,14,3857,25,131.49,in_stock,2026-01-08 12:39:26
2766,14,8920,40,50.82,in_stock,2026-01-01 08:10:55
2767,14,1370,32,61.64,in_stock,2026-01-26 01:09:22
2768,14,4322,16,47.89,in_stock,2026-03-03 16:46:14
2769,14,5834,45,373.69,in_stock,2026-01-12 14:53:08
2770,14,1497,18,106.0,in_stock,2026-01-13 03:57:20
2771,14,1747,46,13.79,in_stock,2026-02-03 02:56:24
2772,14,9138,45,386.92,in_stock,2026-03-05 14:36:33
2773,14,10557,10,45.41,in_stock,2026-01-25 21:31:28
2774,14,9803,38,443.9,in_stock,2026-02-19 09:34:31
2775,14,2506,15,25.02,in_stock,2026-02-26 00:41:00
2776,14,920,0,120.05,out_of_stock,2026-01-18 04:20:08
2777,14,3457,24,445.72,in_stock,2026-02-23 11:26:56
2778,14,6295,34,45.95,in_stock,2026-03-06 23:37:58
2779,14,7156,27,485.74,in_stock,2026-01-05 18:34:26
2780,14,10627,36,171.64,in_stock,2026-02-05 04:14:20
2781,14,5656,45,451.66,in_stock,2026-01-20 22:02:39
2782,14,15,45,120.27,in_stock,2026-02-03 23:58:45
2783,14,8578,36,360.56,in_stock,2026-03-03 17:26:55
2784,14,6632,24,471.58,in_stock,2026-01-30 23:42:38
2785,14,140,47,120.62,in_stock,2026-01-13 09:37:43
2786,14,4711,49,307.24,in_stock,2026-02-07 11:03:07
2787,14,6811,50,160.94,in_stock,2026-01-25 22:21:39
2788,14,5725,40,375.86,in_stock,2026-02-20 01:30:36
2789,14,2132,39,273.0,in_stock,2026-02-04 04:28:56
2790,14,10402,8,435.43,in_stock,2026-02-05 17:22:12
2791,14,10083,17,482.22,in_stock,2026-01-25 07:32:56
2792,14,10444,11,257.8,in_stock,2026-02-17 07:59:23
2793,14,2700,37,202.7,in_stock,2026-03-02 17:29:00
2794,14,9435,8,29.62,in_stock,2026-01-09 10:55:30
2795,14,5503,4,124.9,in_stock,2026-01-13 03:27:04
2796,14,11164,39,373.73,in_stock,2026-01-23 15:16:08
2797,14,7078,4,368.74,in_stock,2026-03-04 13:51:34
2798,14,551,29,477.74,in_stock,2026-02-08 09:59:49
2799,14,8208,22,198.82,in_stock,2026-03-07 12:05:49
2800,14,9311,14,295.82,in_stock,2026-01-16 00:19:37
2801,15,8166,21,408.16,in_stock,2026-01-08 10:43:38
2802,15,7637,25,486.24,in_stock,2026-03-06 00:48:49
2803,15,3842,21,466.1,in_stock,2026-01-12 02:50:34
2804,15,4229,7,285.88,in_stock,2026-03-05 05:47:08
2805,15,10349,43,84.9,in_stock,2026-01-15 18:47:19
2806,15,9925,6,296.58,in_stock,2026-02-11 03:04:31
2807,15,9135,0,117.32,out_of_stock,2026-01-16 15:13:53
2808,15,492,49,216.91,in_stock,2026-02-16 12:03:37
2809,15,10932,30,171.84,in_stock,2026-02-28 21:09:46
2810,15,953,31,385.8,in_stock,2026-01-31 14:14:45
2811,15,10120,10,423.53,in_stock,2026-01-12 23:58:06
2812,15,11494,12,452.01,in_stock,2026-02-13 21:44:30
2813,15,7739,31,473.73,in_stock,2026-02-08 16:58:37
2814,15,2737,6,475.7,in_stock,2026-03-03 08:48:43
2815,15,1736,19,456.02,in_stock,2026-01-28 05:01:53
2816,15,9782,8,111.69,in_stock,2026-02-12 17:51:02
2817,15,1665,14,91.27,in_stock,2026-03-03 05:01:02
2818,15,3353,29,382.75,in_stock,2026-01-22 12:04:44
2819,15,4545,40,168.33,in_stock,2026-01-11 13:07:52
2820,15,11210,45,241.46,in_stock,2026-02-01 04:10:18
2821,15,145,45,179.09,in_stock,2026-02-10 13:56:13
2822,15,1142,0,24.32,out_of_stock,2026-02-25 22:21:36
2823,15,10836,12,474.5,in_stock,2026-01-23 00:16:29
2824,15,1594,11,226.67,in_stock,2026-02-08 10:21:30
2825,15,8745,28,76.34,in_stock,2026-02-19 09:46:01
2826,15,7387,28,279.28,in_stock,2026-02-03 15:45:08
2827,15,6091,3,235.53,in_stock,2026-01-11 21:04:27
2828,15,11251,27,153.07,in_stock,2026-02-01 23:26:43
2829,15,7693,25,251.82,in_stock,2026-02-26 15:05:14
2830,15,454,3,65.24,in_stock,2026-02-23 21:43:43
2831,15,9973,23,230.14,in_stock,2026-01-31 03:32:38
2832,15,5523,37,417.36,in_stock,2026-03-06 16:38:17
2833,15,9429,6,112.67,in_stock,2026-03-03 18:07:54
2834,15,999,18,130.31,in_stock,2026-02-09 19:10:37
2835,15,9361,4,424.47,in_stock,2026-02-08 20:29:34
2836,15,8067,16,297.68,in_stock,2026-01-26 01:54:18
2837,15,8453,32,494.56,in_stock,2026-02-04 19:26:33
2838,15,3306,19,234.7,in_stock,2026-02-04 05:27:57
2839,15,2979,43,202.8,in_stock,2026-01-22 17:18:45
2840,15,9758,43,490.41,in_stock,2026-03-04 03:01:07
2841,15,2886,24,416.6,in_stock,2026-01-20 18:48:19
2842,15,1740,11,472.49,in_stock,2026-02-04 04:18:26
2843,15,7879,5,89.59,in_stock,2026-01-27 08:02:32
2844,15,11669,45,455.66,in_stock,2026-01-30 06:12:16
2845,15,9576,29,41.49,in_stock,2026-01-01 10:15:54
2846,15,2263,31,62.27,in_stock,2026-03-03 05:31:01
2847,15,40,42,46.24,in_stock,2026-01-09 15:17:55
2848,15,4200,7,392.99,in_stock,2026-01-13 02:06:43
2849,15,406,49,154.86,in_stock,2026-01-09 07:40:52
2850,15,921,18,280.79,in_stock,2026-01-10 16:48:38
2851,15,6816,3,218.41,in_stock,2026-01-21 02:12:00
2852,15,8552,12,90.65,in_stock,2026-01-10 17:15:37
2853,15,3356,44,37.62,in_stock,2026-02-10 22:42:45
2854,15,11419,49,429.47,in_stock,2026-01-15 18:15:53
2855,15,842,4,326.49,in_stock,2026-01-09 09:47:14
2856,15,203,47,44.95,in_stock,2026-02-05 19:35:24
2857,15,5160,50,372.6,in_stock,2026-01-24 02:42:24
2858,15,178,37,34.23,in_stock,2026-02-07 02:26:43
2859,15,6093,20,25.8,in_stock,2026-03-03 10:17:57
2860,15,5170,8,494.09,in_stock,2026-01-05 11:45:52
2861,15,10425,25,222.15,in_stock,2026-02-07 09:16:00
2862,15,2911,27,468.13,in_stock,2026-01-04 00:01:21
2863,15,1552,35,253.15,in_stock,2026-01-09 18:57:00
2864,15,8553,37,405.3,in_stock,2026-01-21 10:02:39
2865,15,6952,0,246.91,out_of_stock,2026-02-25 22:46:38
2866,15,3390,31,168.22,in_stock,2026-01-13 19:37:47
2867,15,5691,30,130.33,in_stock,2026-02-09 00:33:56
2868,15,1272,27,20.04,in_stock,2026-01-21 12:27:11
2869,15,755,42,204.6,in_stock,2026-02-14 11:11:09
2870,15,10360,13,390.06,in_stock,2026-01-16 21:03:48
2871,15,1287,19,157.23,in_stock,2026-01-26 15:28:26
2872,15,2631,27,200.66,in_stock,2026-01-12 18:02:53
2873,15,1336,12,31.36,in_stock,2026-03-07 01:33:35
2874,15,6810,50,279.79,in_stock,2026-01-27 16:05:56
2875,15,6393,14,226.84,in_stock,2026-02-08 23:41:54
2876,15,5371,3,492.28,in_stock,2026-02-23 17:41:16
2877,15,1394,27,94.3,in_stock,2026-01-13 17:23:04
2878,15,11588,30,189.59,in_stock,2026-01-29 16:27:21
2879,15,434,5,242.51,in_stock,2026-02-11 18:16:53
2880,15,4483,32,155.5,in_stock,2026-02-23 09:38:23
2881,15,509,43,279.66,in_stock,2026-02-16 19:06:12
2882,15,5565,21,190.98,in_stock,2026-01-10 03:53:19
2883,15,1895,44,297.83,in_stock,2026-02-13 22:24:30
2884,15,4002,44,324.21,in_stock,2026-01-28 02:23:49
2885,15,5403,5,133.45,in_stock,2026-01-09 07:45:56
2886,15,7905,24,298.99,in_stock,2026-01-27 20:49:30
2887,15,8750,36,459.82,in_stock,2026-01-30 05:16:48
2888,15,3334,38,207.55,in_stock,2026-01-31 18:26:04
2889,15,2081,17,220.87,in_stock,2026-02-04 13:01:44
2890,15,6383,39,160.02,in_stock,2026-02-13 21:33:41
2891,15,5030,4,142.98,in_stock,2026-02-20 10:39:44
2892,15,8355,41,218.03,in_stock,2026-01-25 17:47:24
2893,15,5733,15,491.25,in_stock,2026-02-17 07:51:08
2894,15,6240,6,260.63,in_stock,2026-01-09 04:10:57
2895,15,10736,44,457.58,in_stock,2026-01-14 23:04:16
2896,15,7937,47,451.13,in_stock,2026-02-05 18:13:04
2897,15,1238,39,10.96,in_stock,2026-02-06 06:40:57
2898,15,9634,9,397.46,in_stock,2026-02-15 01:52:08
2899,15,1045,1,110.25,in_stock,2026-01-25 13:48:52
2900,15,10244,23,47.79,in_stock,2026-01-19 06:34:48
2901,15,11456,33,12.7,in_stock,2026-01-27 17:24:16
2902,15,2003,11,133.6,in_stock,2026-01-19 09:36:56
2903,15,9110,3,123.7,in_stock,2026-03-02 15:43:34
2904,15,6305,42,54.64,in_stock,2026-02-02 13:36:39
2905,15,10237,8,273.92,in_stock,2026-01-21 06:35:28
2906,15,3378,6,15.87,in_stock,2026-02-16 07:20:34
2907,15,1564,34,233.89,in_stock,2026-01-10 05:17:39
2908,15,9626,50,123.9,in_stock,2026-01-06 19:17:18
2909,15,587,29,439.29,in_stock,2026-03-03 22:15:10
2910,15,2043,42,188.95,in_stock,2026-01-15 11:08:57
2911,15,6950,6,104.9,in_stock,2026-02-23 21:43:48
2912,15,9708,27,270.74,in_stock,2026-02-18 01:16:53
2913,15,8108,21,437.77,in_stock,2026-01-30 19:17:20
2914,15,2956,38,46.68,in_stock,2026-02-05 20:01:34
2915,15,4722,46,381.34,in_stock,2026-01-24 22:18:28
2916,15,6778,9,114.64,in_stock,2026-01-31 06:21:06
2917,15,235,40,493.44,in_stock,2026-01-28 02:26:09
2918,15,8537,4,126.96,in_stock,2026-02-15 18:54:05
2919,15,9616,46,296.6,in_stock,2026-02-22 21:22:12
2920,15,2712,40,19.41,in_stock,2026-02-24 21:19:16
2921,15,7542,23,356.02,in_stock,2026-02-04 17:03:19
2922,15,3443,23,274.37,in_stock,2026-03-04 04:23:19
2923,15,5707,22,395.87,in_stock,2026-02-03 02:41:58
2924,15,4984,27,260.23,in_stock,2026-01-20 09:09:21
2925,15,1359,25,226.17,in_stock,2026-03-06 07:45:31
2926,15,9031,0,17.02,out_of_stock,2026-02-08 19:03:25
2927,15,4241,19,449.97,in_stock,2026-01-30 08:37:59
2928,15,6965,45,368.84,in_stock,2026-03-02 15:04:22
2929,15,3190,19,492.81,in_stock,2026-03-04 19:25:47
2930,15,570,10,132.44,in_stock,2026-01-19 05:25:32
2931,15,4944,23,144.32,in_stock,2026-02-15 10:05:21
2932,15,4687,2,401.19,in_stock,2026-01-11 03:20:52
2933,15,4182,0,455.55,out_of_stock,2026-01-17 07:47:15
2934,15,6891,21,90.9,in_stock,2026-02-08 16:57:17
2935,15,3150,38,287.99,in_stock,2026-02-16 18:06:29
2936,15,9784,47,32.83,in_stock,2026-01-13 06:02:56
2937,15,6691,13,73.63,in_stock,2026-02-25 07:53:57
2938,15,2977,7,241.88,in_stock,2026-02-24 22:09:50
2939,15,1993,42,319.45,in_stock,2026-02-08 16:53:55
2940,15,1227,5,299.32,in_stock,2026-03-03 16:55:19
2941,15,11469,44,187.92,in_stock,2026-01-03 17:16:49
2942,15,1162,25,289.97,in_stock,2026-02-04 19:21:14
2943,15,2907,27,406.26,in_stock,2026-01-27 14:58:37
2944,15,11694,48,339.66,in_stock,2026-01-31 23:49:33
2945,15,2526,45,165.59,in_stock,2026-02-23 09:27:12
2946,15,10903,16,220.6,in_stock,2026-01-06 12:41:13
2947,15,7661,36,193.84,in_stock,2026-02-18 11:49:51
2948,15,2841,0,193.19,out_of_stock,2026-01-30 01:43:09
2949,15,2826,1,209.38,in_stock,2026-02-04 20:58:29
2950,15,7241,13,160.16,in_stock,2026-02-03 12:49:40
2951,15,5911,18,388.16,in_stock,2026-01-20 02:21:51
2952,15,8514,41,133.29,in_stock,2026-01-01 09:34:22
2953,15,1546,28,219.53,in_stock,2026-03-01 08:08:41
2954,15,7367,48,85.04,in_stock,2026-01-11 11:33:35
2955,15,5682,14,224.82,in_stock,2026-03-07 05:13:11
2956,15,1112,30,153.42,in_stock,2026-02-22 23:41:38
2957,15,1275,49,198.82,in_stock,2026-02-05 21:31:04
2958,15,7199,49,250.61,in_stock,2026-03-02 05:22:49
2959,15,4533,5,389.46,in_stock,2026-01-12 01:09:00
2960,15,1193,19,263.13,in_stock,2026-01-22 03:41:47
2961,15,9080,26,498.85,in_stock,2026-02-17 18:45:16
2962,15,9182,4,121.63,in_stock,2026-03-02 09:56:07
2963,15,8329,9,356.77,in_stock,2026-02-09 23:42:49
2964,15,225,17,130.23,in_stock,2026-01-15 14:04:38
2965,15,5107,20,84.22,in_stock,2026-01-27 21:52:56
2966,15,4635,30,258.94,in_stock,2026-01-25 15:45:14
2967,15,11599,11,124.59,in_stock,2026-03-07 16:31:54
2968,15,36,37,239.66,in_stock,2026-02-01 04:36:52
2969,15,8449,19,259.63,in_stock,2026-03-01 00:50:19
2970,15,9348,7,172.14,in_stock,2026-01-17 16:32:38
2971,15,8823,28,200.0,in_stock,2026-02-01 01:20:06
2972,15,7781,39,211.32,in_stock,2026-02-03 13:19:15
2973,15,3806,21,72.37,in_stock,2026-01-11 13:54:52
2974,15,3676,11,255.79,in_stock,2026-03-04 01:11:57
2975,15,11695,24,31.46,in_stock,2026-02-03 11:04:11
2976,15,10375,47,17.91,in_stock,2026-02-10 02:26:52
2977,15,5070,12,181.64,in_stock,2026-03-06 07:38:23
2978,15,10485,44,181.6,in_stock,2026-02-06 10:18:29
2979,15,812,40,278.23,in_stock,2026-02-21 14:10:46
2980,15,8554,15,479.37,in_stock,2026-03-07 15:19:04
2981,15,1973,40,59.06,in_stock,2026-02-27 17:48:42
2982,15,3519,43,139.65,in_stock,2026-01-30 18:34:13
2983,15,6867,13,370.3,in_stock,2026-02-16 01:29:59
2984,15,296,44,128.1,in_stock,2026-02-26 17:28:40
2985,15,9095,12,203.27,in_stock,2026-01-25 06:13:51
2986,15,5294,25,20.79,in_stock,2026-01-06 14:33:25
2987,15,7154,30,96.73,in_stock,2026-02-16 23:57:25
2988,15,2792,43,292.31,in_stock,2026-01-14 04:06:27
2989,15,5727,29,264.1,in_stock,2026-01-22 04:30:13
2990,15,6653,16,119.73,in_stock,2026-01-22 18:58:34
2991,15,5245,30,52.3,in_stock,2026-01-26 15:56:40
2992,15,11026,46,342.01,in_stock,2026-02-21 22:44:44
2993,15,1493,47,476.48,in_stock,2026-02-08 16:58:51
2994,15,95,25,415.58,in_stock,2026-02-08 18:07:37
2995,15,1261,46,359.12,in_stock,2026-01-04 21:15:25
2996,15,10994,11,53.33,in_stock,2026-02-10 08:37:39
2997,15,10361,3,103.38,in_stock,2026-03-06 05:04:53
2998,15,6024,27,32.57,in_stock,2026-02-23 14:16:20
2999,15,2257,21,84.48,in_stock,2026-02-03 16:17:17
3000,15,1391,44,227.77,in_stock,2026-01-11 17:28:10
3001,16,746,0,212.72,out_of_stock,2026-01-14 14:43:00
3002,16,9422,21,49.25,in_stock,2026-01-12 16:32:53
3003,16,8868,33,250.71,in_stock,2026-02-23 23:29:08
3004,16,2925,25,295.53,in_stock,2026-01-19 17:34:01
3005,16,6416,37,176.17,in_stock,2026-01-07 05:03:25
3006,16,7716,5,17.01,in_stock,2026-02-10 20:35:17
3007,16,11014,49,485.7,in_stock,2026-02-04 04:22:37
3008,16,8254,12,39.95,in_stock,2026-01-07 10:27:21
3009,16,6071,19,142.25,in_stock,2026-01-21 19:22:58
3010,16,4241,4,220.36,in_stock,2026-01-13 20:06:12
3011,16,5399,36,306.36,in_stock,2026-01-10 16:05:47
3012,16,1,17,114.82,in_stock,2026-02-06 21:15:32
3013,16,10318,30,200.74,in_stock,2026-02-17 11:51:29
3014,16,6361,16,264.49,in_stock,2026-01-09 15:01:47
3015,16,3692,48,372.03,in_stock,2026-01-02 02:34:29
3016,16,5267,6,135.75,in_stock,2026-03-04 13:26:53
3017,16,5466,42,188.82,in_stock,2026-02-19 06:32:39
3018,16,1529,19,470.16,in_stock,2026-03-01 00:54:56
3019,16,7955,48,74.14,in_stock,2026-02-28 12:49:25
3020,16,11403,29,74.25,in_stock,2026-01-15 01:12:58
3021,16,9083,4,326.41,in_stock,2026-01-17 18:38:59
3022,16,7046,31,428.03,in_stock,2026-02-02 19:34:45
3023,16,9438,0,377.96,out_of_stock,2026-01-09 07:00:37
3024,16,1305,13,290.19,in_stock,2026-01-18 19:12:53
3025,16,8533,38,122.25,in_stock,2026-01-11 20:30:04
3026,16,1175,36,45.94,in_stock,2026-02-25 03:31:10
3027,16,6060,8,493.19,in_stock,2026-01-19 16:09:56
3028,16,8971,43,414.12,in_stock,2026-02-04 08:13:24
3029,16,11376,12,237.73,in_stock,2026-01-12 18:12:36
3030,16,1794,8,277.55,in_stock,2026-02-10 03:43:49
3031,16,10908,20,329.05,in_stock,2026-01-25 02:35:32
3032,16,6137,45,183.51,in_stock,2026-02-07 14:30:42
3033,16,3039,26,279.33,in_stock,2026-01-01 03:59:32
3034,16,480,43,26.28,in_stock,2026-03-04 09:50:09
3035,16,3154,41,449.83,in_stock,2026-02-03 09:37:56
3036,16,9460,13,425.83,in_stock,2026-02-06 11:58:55
3037,16,9571,35,294.48,in_stock,2026-01-18 05:03:35
3038,16,5040,3,31.7,in_stock,2026-02-09 06:36:24
3039,16,1985,45,416.2,in_stock,2026-01-25 11:45:52
3040,16,4255,4,156.86,in_stock,2026-01-02 13:07:50
3041,16,177,28,220.31,in_stock,2026-01-27 11:06:12
3042,16,8033,21,361.43,in_stock,2026-01-15 15:32:23
3043,16,3222,38,355.59,in_stock,2026-03-03 07:13:51
3044,16,1301,47,150.38,in_stock,2026-01-11 02:19:08
3045,16,11707,32,474.63,in_stock,2026-01-05 05:40:30
3046,16,5364,49,64.89,in_stock,2026-02-22 17:57:35
3047,16,5773,9,169.28,in_stock,2026-02-11 04:32:53
3048,16,6465,16,154.59,in_stock,2026-01-05 19:51:13
3049,16,9174,23,176.67,in_stock,2026-01-17 20:46:52
3050,16,10065,39,442.49,in_stock,2026-01-21 03:44:36
3051,16,6726,10,82.54,in_stock,2026-02-25 02:18:17
3052,16,2366,40,202.24,in_stock,2026-02-06 06:54:01
3053,16,8668,26,368.89,in_stock,2026-01-28 14:55:46
3054,16,3780,43,173.88,in_stock,2026-01-24 22:03:11
3055,16,5530,20,239.34,in_stock,2026-01-02 11:27:11
3056,16,2719,23,304.94,in_stock,2026-01-29 01:31:50
3057,16,4471,30,320.14,in_stock,2026-02-14 22:14:56
3058,16,5239,24,446.74,in_stock,2026-01-08 22:22:15
3059,16,9217,1,472.32,in_stock,2026-03-03 17:22:51
3060,16,10799,27,454.98,in_stock,2026-02-24 02:48:14
3061,16,2558,38,137.67,in_stock,2026-01-08 00:50:13
3062,16,3192,40,303.57,in_stock,2026-01-16 03:23:54
3063,16,586,24,379.91,in_stock,2026-01-21 19:08:51
3064,16,5559,5,274.34,in_stock,2026-03-01 13:45:26
3065,16,8975,19,275.27,in_stock,2026-02-14 03:13:54
3066,16,11810,14,13.23,in_stock,2026-01-28 01:07:43
3067,16,9216,50,352.19,in_stock,2026-02-13 17:16:49
3068,16,2519,10,28.7,in_stock,2026-02-17 18:55:40
3069,16,4245,10,273.54,in_stock,2026-02-09 13:59:59
3070,16,670,41,362.43,in_stock,2026-02-11 22:58:03
3071,16,4961,5,11.58,in_stock,2026-01-12 06:11:29
3072,16,9220,10,30.18,in_stock,2026-01-23 02:28:51
3073,16,8486,40,393.64,in_stock,2026-01-23 17:14:39
3074,16,8262,48,255.26,in_stock,2026-01-04 18:09:04
3075,16,4703,26,230.4,in_stock,2026-01-03 00:43:41
3076,16,9593,15,400.52,in_stock,2026-02-13 17:37:54
3077,16,5516,28,173.43,in_stock,2026-03-04 14:38:45
3078,16,11050,32,422.25,in_stock,2026-01-25 11:40:48
3079,16,10660,17,36.5,in_stock,2026-02-11 00:38:38
3080,16,10115,32,490.73,in_stock,2026-02-23 08:20:18
3081,16,6984,41,151.29,in_stock,2026-02-06 05:18:08
3082,16,5477,5,210.05,in_stock,2026-02-25 18:31:44
3083,16,4745,31,178.03,in_stock,2026-02-02 08:16:10
3084,16,5982,28,99.7,in_stock,2026-03-02 01:31:39
3085,16,7542,16,83.38,in_stock,2026-01-21 00:50:57
3086,16,10379,14,373.16,in_stock,2026-02-27 14:52:16
3087,16,9427,42,18.13,in_stock,2026-02-04 10:40:12
3088,16,1967,12,70.78,in_stock,2026-01-12 13:58:41
3089,16,6836,9,164.51,in_stock,2026-01-02 07:22:56
3090,16,11389,22,16.44,in_stock,2026-01-06 22:02:53
3091,16,11521,49,397.17,in_stock,2026-02-18 05:57:40
3092,16,9055,25,173.57,in_stock,2026-01-25 13:38:08
3093,16,7868,3,306.29,in_stock,2026-01-16 08:43:39
3094,16,6857,41,178.45,in_stock,2026-01-12 19:40:22
3095,16,8294,6,153.04,in_stock,2026-01-28 01:38:53
3096,16,9813,39,59.02,in_stock,2026-02-17 09:46:29
3097,16,8289,20,366.24,in_stock,2026-02-01 05:38:27
3098,16,241,0,166.34,out_of_stock,2026-01-24 22:44:09
3099,16,8311,32,355.45,in_stock,2026-02-27 20:08:46
3100,16,5454,16,261.15,in_stock,2026-01-18 19:29:03
3101,16,361,40,56.37,in_stock,2026-01-30 00:11:18
3102,16,1548,10,287.76,in_stock,2026-02-22 20:26:34
3103,16,3928,17,487.76,in_stock,2026-02-05 15:11:20
